time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,place,type,horizontalError,depthError,magError,magNst,tsunami
2019-06-06T13:57:38.682Z,-3.7439,-151.9139,570.34,4.75,mb,85.0,145.3,0.553,0.77,ci,us700000dd7,south of Fiji,earthquake,3.25,1.67,0.114,51,0
2019-06-07T00:55:05.213Z,40.7345,13.3563,108.91,5.7,ml,85.0,99.2,5.711,0.56,us,us700000dd8,Iran,earthquake,3.92,1.48,0.076,51,0
2019-06-07T11:52:31.743Z,0.6743,139.9252,193.49,4.6,mww,72.0,89.0,0.294,0.4,nc,us700000dd9,off the coast of Japan,earthquake,5.09,3.66,0.054,43,0
2019-06-07T22:49:58.274Z,3.8047,123.5298,629.99,4.55,ml,70.0,120.3,0.303,0.75,ci,us700000dda,100 km ESE of Kamchatka,earthquake,1.48,12.4,0.164,42,0
2019-06-08T09:47:24.805Z,39.7705,28.9796,606.78,4.9,mww,79.0,10.8,1.342,0.37,ak,us700000ddb,Iran,earthquake,3.9,1.57,0.153,47,0
2019-06-08T20:44:51.336Z,26.9825,75.9557,25.52,4.72,mww,82.0,49.5,0.619,0.82,us,us700000ddc,northern India,earthquake,2.19,3.79,0.158,49,0
2019-06-09T07:42:17.867Z,16.8333,-93.8988,124.35,5.0,mww,85.0,148.2,1.606,0.34,ak,us700000ddd,off the coast of Japan,earthquake,2.55,6.71,0.111,51,0
2019-06-09T18:39:44.398Z,18.6064,-176.6286,6.21,5.48,mww,95.0,119.6,0.457,1.33,us,us700000dde,near Vanuatu,earthquake,2.93,1.33,0.061,57,0
2019-06-10T05:37:10.928Z,-2.2203,57.7222,296.82,4.59,mb,70.0,22.6,0.833,1.1,us,us700000ddf,various,earthquake,1.41,3.09,0.131,42,0
2019-06-10T16:34:37.459Z,31.373,-6.9786,11.19,5.02,mb,70.0,55.7,9.687,0.27,us,us700000de0,various,earthquake,1.82,4.07,0.042,42,0
2019-06-11T03:32:03.990Z,45.4668,109.3831,0.14,4.92,mb,82.0,71.6,0.701,0.52,ci,us700000de1,100 km ESE of Kamchatka,earthquake,1.2,1.46,0.049,49,0
2019-06-11T14:29:30.521Z,29.8816,64.3432,18.5,4.59,mww,77.0,140.8,0.135,0.42,us,us700000de2,northern India,earthquake,11.97,5.27,0.336,46,0
2019-06-12T01:26:57.052Z,27.5987,20.368,406.41,5.09,ml,83.0,92.1,2.035,0.44,us,us700000de3,Greece,earthquake,1.64,6.37,0.099,49,0
2019-06-12T12:24:23.582Z,52.2537,-143.0062,4.35,4.69,mww,78.0,20.8,1.332,0.84,us,us700000de4,various,earthquake,4.01,5.08,0.146,46,0
2019-06-12T23:21:50.113Z,51.0735,132.5541,569.42,4.9,mb,73.0,81.3,0.882,0.74,nc,us700000de5,off the coast of Japan,earthquake,1.37,1.31,0.081,43,0
2019-06-13T10:19:16.644Z,31.3377,66.0431,115.71,4.55,mww,68.0,50.5,3.591,0.4,us,us700000de6,Tibet region,earthquake,4.58,1.03,0.02,40,0
2019-06-13T21:16:43.175Z,36.5743,77.736,1.47,4.87,mww,84.0,57.4,0.238,0.44,nc,us700000de7,Nepal region,earthquake,7.24,7.41,0.091,50,0
2019-06-14T08:14:09.706Z,28.8779,126.6189,20.13,4.72,mb,75.0,26.0,1.009,0.8,us,us700000de8,near the coast of Chile,earthquake,2.93,3.69,0.098,45,0
2019-06-14T19:11:36.237Z,36.3144,79.0609,48.29,5.54,mb,82.0,74.2,,0.29,us,us700000de9,Nepal region,earthquake,4.48,4.33,0.03,49,0
2019-06-15T06:09:02.767Z,-6.9348,111.8099,110.78,4.54,mww,76.0,103.7,,0.7,us,us700000dea,near Vanuatu,earthquake,4.24,10.5,0.044,45,0
2019-06-15T17:06:29.298Z,-11.0949,-88.3232,194.07,4.83,mww,72.0,116.3,0.876,0.36,us,us700000deb,100 km ESE of Kamchatka,earthquake,4.18,4.28,0.033,43,0
2019-06-16T04:03:55.829Z,17.9561,-61.9377,318.31,4.87,md,78.0,107.4,4.416,0.8,us,us700000dec,off the coast of Japan,earthquake,1.34,2.17,0.234,46,0
2019-06-16T15:01:22.360Z,48.9941,166.158,2.2,5.27,mb,86.0,102.5,1.921,0.45,us,us700000ded,various,earthquake,6.09,3.37,0.023,51,0
2019-06-17T01:58:48.891Z,-36.4905,144.1165,17.06,5.01,mb,82.0,131.7,0.401,0.6,us,us700000dee,near the coast of Chile,earthquake,3.65,3.65,0.163,49,0
2019-06-17T12:56:15.421Z,44.5421,1.9107,29.38,5.16,mww,80.0,56.5,0.932,0.47,us,us700000def,Greece,earthquake,1.77,5.58,0.076,48,0
2019-06-17T23:53:41.952Z,33.4945,29.5148,23.68,5.4,ml,81.0,40.0,2.395,0.96,us,us700000df0,Greece,earthquake,2.74,2.73,0.02,48,0
2019-06-18T10:51:08.483Z,37.4808,94.0257,233.5,5.69,mww,92.0,22.5,0.326,0.84,us,us700000df1,100 km ESE of Kamchatka,earthquake,,8.32,0.08,55,0
2019-06-18T21:48:35.014Z,-8.8544,129.5389,119.73,4.73,mb,70.0,33.2,0.342,0.68,ci,us700000df2,near the coast of Chile,earthquake,4.09,4.07,0.4,42,0
2019-06-19T08:46:01.545Z,26.9726,106.8771,2.79,4.96,mb,76.0,30.9,0.3,0.84,ci,us700000df3,northern India,earthquake,1.5,4.16,0.08,45,0
2019-06-19T19:43:28.076Z,-54.2221,-66.4487,2.41,5.6,ml,75.0,137.7,1.403,0.72,nc,us700000df4,various,earthquake,3.76,6.71,0.052,45,0
2019-06-20T06:40:54.606Z,-30.4778,-80.245,123.25,7.23,mb,,35.3,0.044,0.41,us,us700000df5,south of Fiji,earthquake,3.13,1.34,0.273,58,0
2019-06-20T17:38:21.137Z,45.3471,-70.596,48.25,5.82,mww,87.0,23.2,1.329,0.32,ci,us700000df6,south of Fiji,earthquake,4.18,9.76,0.028,52,0
2019-06-21T04:35:47.668Z,30.5374,114.5239,385.35,4.78,mww,82.0,66.0,2.618,0.62,us,us700000df7,off the coast of Japan,earthquake,5.6,1.86,0.161,49,0
2019-06-21T15:33:14.199Z,-13.0665,111.5814,45.68,4.63,mww,71.0,33.7,2.289,0.67,us,us700000df8,south of Fiji,earthquake,2.2,2.62,0.048,42,0
2019-06-22T02:30:40.730Z,50.5635,-111.1912,248.96,4.9,ml,69.0,28.3,1.649,0.53,us,us700000df9,off the coast of Japan,earthquake,2.58,1.38,0.143,41,0
2019-06-22T13:28:07.260Z,15.5119,140.589,30.08,5.31,mww,76.0,60.7,0.372,0.25,ci,us700000dfa,Papua New Guinea region,earthquake,3.71,3.55,0.035,45,0
2019-06-23T00:25:33.791Z,26.7412,-89.961,14.81,4.91,mb,77.0,138.7,2.543,0.67,ci,us700000dfb,south of Fiji,earthquake,5.57,2.65,0.025,46,0
2019-06-23T11:23:00.322Z,35.9496,162.2847,13.87,4.9,mww,65.0,14.3,4.736,0.72,us,us700000dfc,off the coast of Japan,earthquake,3.88,1.97,0.134,39,0
2019-06-23T22:20:26.853Z,26.5677,78.0597,181.69,5.59,mww,86.0,39.1,0.305,1.01,us,us700000dfd,northern India,earthquake,1.04,1.78,0.067,51,0
2019-06-24T09:17:53.384Z,52.0828,146.632,0.8,4.77,mww,78.0,125.4,3.617,0.54,us,us700000dfe,various,earthquake,15.13,1.6,0.475,46,0
2019-06-24T20:15:19.914Z,-7.226,-71.179,6.3,5.68,mb,73.0,44.3,2.876,0.23,us,us700000dff,near Vanuatu,earthquake,1.09,1.26,0.102,43,0
2019-06-25T07:12:46.445Z,46.812,19.1786,14.66,4.81,mww,70.0,71.8,5.815,0.62,us,us700000e00,Turkey,earthquake,7.08,1.97,0.026,42,0
2019-06-25T18:10:12.976Z,-1.8528,133.1293,17.89,4.74,mww,68.0,23.8,0.577,0.64,us,us700000e01,south of Fiji,earthquake,8.08,1.02,0.035,40,0
2019-06-26T05:07:39.507Z,27.3992,77.7322,9.65,4.86,mww,81.0,121.3,4.079,0.41,ak,us700000e02,various,earthquake,1.73,1.34,0.249,48,0
2019-06-26T16:05:06.038Z,38.7854,37.206,253.39,5.36,mb,87.0,113.1,0.297,0.44,us,us700000e03,Turkey,earthquake,5.48,,0.027,52,0
2019-06-27T03:02:32.569Z,38.2652,81.4163,404.74,4.58,ml,63.0,27.9,0.289,0.87,us,us700000e04,northern India,earthquake,2.94,3.06,0.097,37,0
2019-06-27T13:59:59.099Z,22.6529,-126.9151,37.81,4.63,mb,75.0,142.7,0.17,0.51,us,us700000e05,100 km ESE of Kamchatka,earthquake,2.62,11.02,0.022,45,0
2019-06-28T00:57:25.630Z,43.7209,44.8984,29.08,6.32,md,81.0,92.7,0.837,0.55,us,us700000e06,central Italy,earthquake,1.48,3.04,0.147,48,0
2019-06-28T11:54:52.161Z,48.0128,-77.2654,9.25,4.62,ml,71.0,121.7,0.018,0.28,us,us700000e07,100 km ESE of Kamchatka,earthquake,2.85,7.04,0.035,42,0
2019-06-28T22:52:18.692Z,-20.0789,153.5874,7.86,5.0,mb,81.0,116.9,0.72,0.63,us,us700000e08,off the coast of Japan,earthquake,4.04,5.81,0.04,48,0
2019-06-29T09:49:45.223Z,-7.9557,165.3994,15.96,5.02,ml,86.0,82.7,1.475,0.38,us,us700000e09,near the coast of Chile,earthquake,3.07,1.71,0.053,51,0
2019-06-29T20:47:11.753Z,43.4184,-18.4592,28.49,4.9,mww,81.0,114.6,0.122,0.36,us,us700000e0a,Iran,earthquake,1.76,3.52,0.02,48,0
2019-06-30T07:44:38.284Z,34.1906,82.5615,3.93,5.12,mb,88.0,43.3,2.56,0.17,ak,us700000e0b,northern India,earthquake,3.0,1.52,0.094,52,0
2019-06-30T18:42:04.815Z,-0.3719,159.0573,309.34,4.66,ml,69.0,13.0,0.519,0.74,us,us700000e0c,near Vanuatu,earthquake,7.19,3.08,0.373,41,0
2019-07-01T05:39:31.346Z,39.2227,68.5317,370.76,4.98,mww,,57.9,0.071,0.4,us,us700000e0d,central Italy,earthquake,6.11,,0.139,52,0
2019-07-01T16:36:57.877Z,6.005,-77.801,175.05,4.78,md,85.0,31.4,0.704,0.33,us,us700000e0e,south of Fiji,earthquake,1.64,4.84,0.325,51,0
2019-07-02T03:34:24.408Z,20.5546,125.5631,124.87,5.15,mb,80.0,147.4,0.224,0.52,nc,us700000e0f,south of Fiji,earthquake,3.02,6.46,0.034,48,0
2019-07-02T14:31:50.938Z,33.0255,0.7824,10.59,4.59,ml,79.0,139.3,2.379,0.81,ak,us700000e10,Greece,earthquake,3.78,10.8,0.048,47,0
2019-07-03T01:29:17.469Z,0.5693,-135.7278,30.17,5.01,mww,78.0,30.2,0.61,0.72,us,us700000e11,Papua New Guinea region,earthquake,3.28,1.2,0.063,46,0
2019-07-03T12:26:44.000Z,49.8091,-84.9528,3.11,4.62,md,74.0,58.2,0.187,0.64,us,us700000e12,near Vanuatu,earthquake,4.24,6.44,0.156,44,0
2019-07-03T23:24:10.531Z,55.1701,142.4441,8.94,4.7,mww,75.0,81.3,0.907,0.89,ak,us700000e13,100 km ESE of Kamchatka,earthquake,4.46,1.54,0.571,45,0
2019-07-04T10:21:37.062Z,37.0371,34.9984,319.82,4.65,mww,70.0,65.8,0.902,0.86,us,us700000e14,Turkey,earthquake,2.55,9.11,0.214,42,0
2019-07-04T21:19:03.592Z,15.5225,152.8631,9.18,4.62,ml,82.0,108.0,0.484,0.64,us,us700000e15,south of Fiji,earthquake,1.83,5.19,0.108,49,0
2019-07-05T08:16:30.123Z,-3.6006,120.6804,7.05,5.55,mb,81.0,80.5,0.594,0.72,us,us700000e16,various,earthquake,2.75,,0.108,48,0
2019-07-05T19:13:56.654Z,-27.7368,-159.2306,8.26,4.7,mww,79.0,89.1,2.197,0.8,nc,us700000e17,Papua New Guinea region,earthquake,1.34,1.56,0.167,47,0
2019-07-06T06:11:23.185Z,32.4548,88.4787,10.71,6.07,mb,80.0,104.9,1.527,0.77,ak,us700000e18,Afghanistan,earthquake,5.13,3.65,0.041,48,0
2019-07-06T17:08:49.716Z,27.7393,126.955,0.35,6.6,mww,89.0,13.3,0.362,0.82,ak,us700000e19,off the coast of Japan,earthquake,5.48,3.71,0.193,53,1
2019-07-07T04:06:16.247Z,35.614,-173.9916,184.74,5.01,mb,88.0,11.7,4.44,0.38,us,us700000e1a,Papua New Guinea region,earthquake,9.61,6.41,0.154,52,0
2019-07-07T15:03:42.777Z,35.8816,11.5968,140.8,4.59,mb,82.0,34.9,0.545,0.49,us,us700000e1b,Iran,earthquake,7.88,15.02,0.027,49,0
2019-07-08T02:01:09.308Z,38.0684,136.6782,206.57,4.78,mww,89.0,110.6,1.144,0.75,us,us700000e1c,off the coast of Japan,earthquake,1.41,1.05,0.024,53,0
2019-07-08T12:58:35.839Z,54.3371,151.1789,130.04,5.46,mb,89.0,43.7,1.27,0.68,us,us700000e1d,Papua New Guinea region,earthquake,3.37,5.2,0.037,53,0
2019-07-08T23:56:02.370Z,-30.8561,128.4121,370.99,4.77,mww,75.0,138.8,0.361,0.99,us,us700000e1e,off the coast of Japan,earthquake,4.67,1.17,0.126,45,0
2019-07-09T10:53:28.901Z,18.7663,145.8692,35.11,4.55,mb,79.0,21.0,0.516,1.06,us,us700000e1f,100 km ESE of Kamchatka,earthquake,6.29,3.19,0.328,47,0
2019-07-09T21:50:55.431Z,-0.8891,-133.971,1.77,4.99,ml,76.0,91.2,0.983,0.85,ci,us700000e20,south of Fiji,earthquake,2.06,8.57,0.032,45,0
2019-07-10T08:48:21.962Z,30.4896,74.5016,48.22,5.62,mww,83.0,13.6,0.444,0.03,nc,us700000e21,Afghanistan,earthquake,14.01,4.31,0.114,49,0
2019-07-10T19:45:48.493Z,29.7036,75.6486,101.32,5.45,mb,84.0,146.1,0.547,0.84,us,us700000e22,northern India,earthquake,3.11,8.58,0.11,50,0
2019-07-11T06:43:15.024Z,-13.7657,109.8271,9.78,4.62,mb,83.0,39.9,1.425,0.58,us,us700000e23,Papua New Guinea region,earthquake,2.86,5.11,0.039,49,0
2019-07-11T17:40:41.555Z,-15.3585,127.6601,12.9,5.17,mww,75.0,92.3,1.985,0.33,nc,us700000e24,Papua New Guinea region,earthquake,2.64,10.44,0.051,45,0
2019-07-12T04:38:08.086Z,-28.8368,119.999,14.28,4.65,mb,76.0,143.4,2.422,0.43,us,us700000e25,near Vanuatu,earthquake,1.59,7.28,0.097,45,0
2019-07-12T15:35:34.616Z,5.3352,-62.6182,40.61,4.65,mww,,14.3,0.195,0.24,ak,us700000e26,south of Fiji,earthquake,3.45,6.15,0.061,51,0
2019-07-13T02:33:01.147Z,36.2131,70.5685,2.43,5.74,mww,94.0,81.8,2.003,0.89,ci,us700000e27,northern India,earthquake,1.4,6.45,0.037,56,0
2019-07-13T13:30:27.678Z,35.2126,8.6685,371.66,4.67,mww,78.0,83.7,4.132,0.76,us,us700000e28,Iran,earthquake,6.56,4.34,0.076,46,0
2019-07-14T00:27:54.209Z,47.7102,174.6706,215.75,4.68,mww,71.0,59.2,1.304,0.04,us,us700000e29,near the coast of Chile,earthquake,1.15,8.57,0.029,42,0
2019-07-14T11:25:20.740Z,-23.7656,-125.6259,130.93,4.5,md,76.0,,1.392,0.64,us,us700000e2a,off the coast of Japan,earthquake,6.74,3.51,0.107,45,0
2019-07-14T22:22:47.270Z,31.5991,80.9297,3.97,5.73,mww,85.0,86.0,4.662,0.23,us,us700000e2b,northern India,earthquake,6.0,1.27,0.036,51,0
2019-07-15T09:20:13.801Z,-36.243,126.6526,7.83,5.44,mb,69.0,44.9,3.054,0.87,us,us700000e2c,Papua New Guinea region,earthquake,2.07,6.54,0.151,41,0
2019-07-15T20:17:40.332Z,11.7444,160.4561,5.14,5.09,mb,82.0,108.7,1.224,0.26,us,us700000e2d,off the coast of Japan,earthquake,1.11,6.36,0.099,49,0
2019-07-16T07:15:06.863Z,44.4622,49.0123,2.86,5.33,mww,75.0,75.3,2.178,0.11,nc,us700000e2e,central Italy,earthquake,7.47,1.58,0.028,45,0
2019-07-16T18:12:33.394Z,47.715,6.8597,19.11,4.6,ml,66.0,75.8,0.299,0.7,nc,us700000e2f,Greece,earthquake,5.89,2.15,0.045,39,0
2019-07-17T05:09:59.924Z,-20.4132,128.5412,33.71,4.87,mb,75.0,143.3,0.799,0.8,us,us700000e30,Papua New Guinea region,earthquake,4.02,2.12,0.076,45,0
2019-07-17T16:07:26.455Z,16.9635,-30.7533,6.07,4.76,md,81.0,84.9,1.885,0.84,us,us700000e31,various,earthquake,1.17,,0.07,48,0
2019-07-18T03:04:52.986Z,-10.1821,-75.3655,364.09,4.56,mww,77.0,119.9,0.511,0.54,us,us700000e32,Papua New Guinea region,earthquake,3.13,4.27,0.195,46,0
2019-07-18T14:02:19.517Z,34.9108,83.4207,155.41,4.9,mb,96.0,131.4,0.907,0.6,us,us700000e33,northern India,earthquake,9.16,1.51,0.119,57,0
2019-07-19T00:59:46.048Z,19.6226,150.1252,149.8,6.02,mww,99.0,91.3,0.284,0.76,us,us700000e34,Papua New Guinea region,earthquake,1.34,3.31,0.238,59,0
2019-07-19T11:57:12.579Z,41.2399,13.2552,3.1,4.52,mb,66.0,120.1,3.421,0.91,ak,us700000e35,Greece,earthquake,3.14,1.1,0.1,39,0
2019-07-19T22:54:39.109Z,23.8579,-34.8162,6.5,4.71,mb,86.0,53.3,3.39,0.54,ak,us700000e36,various,earthquake,5.88,1.68,0.058,51,0
2019-07-20T09:52:05.640Z,22.8687,-128.8911,535.28,4.64,mb,84.0,35.5,0.976,0.49,us,us700000e37,100 km ESE of Kamchatka,earthquake,4.25,1.29,0.023,50,0
2019-07-20T20:49:32.171Z,31.2764,60.242,208.4,4.66,mww,68.0,107.4,0.32,0.1,us,us700000e38,Tibet region,earthquake,2.5,3.72,0.044,40,0
2019-07-21T07:46:58.702Z,21.7664,-19.8452,6.73,5.93,md,90.0,139.7,1.705,0.62,us,us700000e39,various,earthquake,,1.26,0.05,54,0
2019-07-21T18:44:25.233Z,14.464,-82.7563,13.38,4.88,mww,78.0,15.9,0.36,1.0,us,us700000e3a,100 km ESE of Kamchatka,earthquake,3.25,13.09,0.03,46,0
2019-07-22T05:41:51.763Z,25.8232,85.9701,1.81,4.88,mb,82.0,116.8,0.389,0.82,us,us700000e3b,Tibet region,earthquake,7.09,4.94,0.096,49,0
2019-07-22T16:39:18.294Z,25.6545,43.4958,13.61,5.36,mww,83.0,14.0,5.366,0.91,us,us700000e3c,various,earthquake,3.84,6.91,0.122,49,0
2019-07-23T03:36:44.825Z,40.2951,18.4948,3.14,4.6,mww,82.0,74.2,0.157,0.74,us,us700000e3d,Iran,earthquake,2.13,3.12,,49,0
2019-07-23T14:34:11.356Z,-37.5349,164.2351,13.2,4.9,ml,,104.8,0.715,0.69,nc,us700000e3e,off the coast of Japan,earthquake,7.87,12.93,0.062,48,0
2019-07-24T01:31:37.887Z,41.0643,167.3041,136.97,4.84,mb,74.0,66.7,1.214,0.32,nc,us700000e3f,near the coast of Chile,earthquake,7.35,6.97,0.023,44,0
2019-07-24T12:29:04.418Z,52.1023,-101.0296,3.68,5.05,mww,80.0,52.1,0.171,0.41,nc,us700000e40,off the coast of Japan,earthquake,2.1,,0.15,48,0
2019-07-24T23:26:30.948Z,-28.4146,105.6394,700.0,9.13,mb,121.0,36.2,0.06,0.23,us,us700000e41,near Vanuatu,earthquake,1.73,1.52,0.089,72,0
2019-07-25T10:23:57.479Z,-2.5043,159.2588,207.47,5.38,mb,76.0,146.9,1.172,0.8,us,us700000e42,south of Fiji,earthquake,12.56,3.46,0.138,45,0
2019-07-25T21:21:24.010Z,1.0353,-59.1356,36.36,4.8,mb,82.0,89.8,0.183,0.95,us,us700000e43,near the coast of Chile,earthquake,2.92,4.2,0.116,49,0
2019-07-26T08:18:50.541Z,7.5219,120.9996,16.84,5.55,mww,76.0,27.9,0.434,0.95,ak,us700000e44,near the coast of Chile,earthquake,19.13,4.03,0.213,45,1
2019-07-26T19:16:17.072Z,-4.0314,-62.9799,18.21,4.61,mww,81.0,16.7,1.032,0.28,us,us700000e45,off the coast of Japan,earthquake,1.88,12.28,0.23,48,0
2019-07-27T06:13:43.602Z,19.7805,-132.1055,18.89,4.52,mww,78.0,44.1,0.64,0.51,ci,us700000e46,100 km ESE of Kamchatka,earthquake,1.32,5.74,0.102,46,0
2019-07-27T17:11:10.133Z,42.1477,31.173,15.17,4.64,mww,80.0,85.4,1.86,0.13,ci,us700000e47,Turkey,earthquake,1.02,3.5,0.082,48,0
2019-07-28T04:08:36.664Z,32.9311,73.969,27.15,4.75,mww,85.0,,4.923,0.26,ci,us700000e48,Tibet region,earthquake,2.12,5.98,0.492,51,0
2019-07-28T15:06:03.195Z,-3.2699,-165.9541,25.16,4.93,ml,94.0,147.3,2.099,0.26,us,us700000e49,south of Fiji,earthquake,3.64,2.71,0.041,56,0
2019-07-29T02:03:29.726Z,-4.7241,-116.1221,3.41,5.07,mww,70.0,126.8,17.612,1.02,ak,us700000e4a,near the coast of Chile,earthquake,1.86,7.42,,42,0
2019-07-29T13:00:56.257Z,10.9997,-118.8278,160.38,5.95,md,82.0,95.7,0.739,0.5,us,us700000e4b,near Vanuatu,earthquake,3.57,9.55,0.117,49,0
2019-07-29T23:58:22.787Z,2.2936,174.4812,6.89,4.93,mb,82.0,103.3,0.546,0.21,ak,us700000e4c,off the coast of Japan,earthquake,1.17,12.76,0.334,49,0
2019-07-30T10:55:49.318Z,50.9693,-104.764,5.76,4.92,mww,86.0,83.1,0.359,0.37,ci,us700000e4d,south of Fiji,earthquake,11.57,1.14,0.03,51,0
2019-07-30T21:53:15.849Z,29.3896,75.7303,363.3,4.53,md,62.0,70.8,3.243,0.92,us,us700000e4e,Tibet region,earthquake,2.28,2.37,0.315,37,0
2019-07-31T08:50:42.380Z,-4.8829,111.1691,3.94,4.52,mww,66.0,119.9,0.741,0.64,us,us700000e4f,south of Fiji,earthquake,11.87,1.72,0.164,39,0
2019-07-31T19:48:08.911Z,33.3105,8.4223,8.8,4.98,mww,97.0,34.8,1.862,0.29,ak,us700000e50,various,earthquake,3.29,5.4,,58,0
2019-08-01T06:45:35.441Z,0.6316,120.8992,287.93,4.85,ml,,56.8,1.685,0.98,us,us700000e51,Papua New Guinea region,earthquake,2.88,2.18,0.042,46,0
2019-08-01T17:43:01.972Z,3.6584,-106.1201,28.76,5.6,mww,91.0,147.0,0.088,0.73,us,us700000e52,100 km ESE of Kamchatka,earthquake,1.28,3.48,0.052,54,0
2019-08-02T04:40:28.503Z,34.6003,87.859,181.48,4.61,mb,70.0,90.0,3.176,0.37,us,us700000e53,Tibet region,earthquake,1.27,7.16,0.133,42,0
2019-08-02T15:37:55.034Z,37.4097,79.998,518.55,4.52,ml,70.0,79.8,1.0,0.58,us,us700000e54,northern India,earthquake,3.16,8.61,0.158,42,0
2019-08-03T02:35:21.565Z,41.434,61.9096,102.56,4.86,mww,89.0,129.1,0.38,0.87,ak,us700000e55,central Italy,earthquake,2.15,4.71,0.154,53,0
2019-08-03T13:32:48.096Z,59.4979,-101.7663,2.79,4.66,mww,77.0,116.7,5.801,0.39,us,us700000e56,various,earthquake,1.62,3.4,0.126,46,0
2019-08-04T00:30:14.626Z,-0.937,-122.1927,229.85,4.53,ml,75.0,55.6,2.099,0.74,nc,us700000e57,100 km ESE of Kamchatka,earthquake,1.44,1.26,0.034,45,0
2019-08-04T11:27:41.157Z,29.2979,102.2997,29.43,5.27,mww,92.0,,1.439,0.68,ci,us700000e58,Afghanistan,earthquake,3.45,6.35,0.024,55,0
2019-08-04T22:25:07.688Z,-14.8194,132.5089,232.42,4.57,mww,70.0,36.0,6.682,0.35,us,us700000e59,off the coast of Japan,earthquake,2.08,5.96,0.052,42,0
2019-08-05T09:22:34.219Z,-0.0364,-34.43,26.44,5.06,mww,83.0,17.4,2.119,0.32,ci,us700000e5a,various,earthquake,5.92,2.08,0.112,49,0
2019-08-05T20:20:00.750Z,34.924,-61.8593,13.75,4.7,mb,82.0,148.6,0.194,0.09,us,us700000e5b,off the coast of Japan,earthquake,1.28,6.22,0.064,49,0
2019-08-06T07:17:27.280Z,-1.0685,115.9262,8.98,4.61,mww,81.0,113.2,7.091,0.47,ci,us700000e5c,Papua New Guinea region,earthquake,1.02,2.05,0.21,48,0
2019-08-06T18:14:53.811Z,43.4405,-13.6634,5.89,4.79,mww,86.0,140.3,1.365,0.04,us,us700000e5d,Greece,earthquake,9.54,5.5,0.192,51,0
2019-08-07T05:12:20.342Z,12.1067,135.5655,17.16,5.47,mb,93.0,126.5,0.534,0.06,us,us700000e5e,near Vanuatu,earthquake,1.05,1.64,0.045,55,0
2019-08-07T16:09:46.873Z,-34.5748,108.6447,2.35,4.8,mb,67.0,69.9,2.552,0.04,us,us700000e5f,Papua New Guinea region,earthquake,6.9,10.74,0.128,40,0
2019-08-08T03:07:13.404Z,32.7076,-69.851,2.89,5.33,mww,81.0,130.6,0.074,0.49,ak,us700000e60,near the coast of Chile,earthquake,7.37,3.03,0.197,48,0
2019-08-08T14:04:39.934Z,31.8795,27.3831,27.05,4.58,mww,72.0,120.1,1.594,0.85,us,us700000e61,Turkey,earthquake,9.8,4.69,0.25,43,0
2019-08-09T01:02:06.465Z,51.1967,-22.0579,5.94,5.39,mb,85.0,46.2,0.26,0.24,us,us700000e62,various,earthquake,3.05,1.93,0.076,51,0
2019-08-09T11:59:32.996Z,36.7581,13.8599,215.94,4.66,mb,,97.2,0.137,0.92,us,us700000e63,central Italy,earthquake,3.93,8.65,0.258,46,0
2019-08-09T22:56:59.527Z,43.1281,-41.6915,4.69,5.18,mb,88.0,52.7,0.655,0.93,ci,us700000e64,various,earthquake,2.37,14.8,0.155,52,0
2019-08-10T09:54:26.058Z,-11.8312,171.8244,193.22,5.0,mb,79.0,42.8,0.661,0.29,us,us700000e65,south of Fiji,earthquake,11.7,2.46,0.055,47,0
2019-08-10T20:51:52.589Z,-0.6535,136.4756,0.5,6.09,mb,90.0,21.4,1.376,0.01,us,us700000e66,100 km ESE of Kamchatka,earthquake,4.95,1.91,0.062,54,1
2019-08-11T07:49:19.119Z,-9.8272,106.2791,479.37,4.79,ml,81.0,86.0,1.25,0.9,ci,us700000e67,Papua New Guinea region,earthquake,4.83,4.08,0.035,48,0
2019-08-11T18:46:45.650Z,41.7871,-5.5785,21.12,4.54,md,79.0,64.9,1.747,0.97,us,us700000e68,Greece,earthquake,2.31,13.68,0.068,47,0
2019-08-12T05:44:12.181Z,-4.0372,-64.582,5.0,4.51,mww,68.0,22.3,0.287,0.58,nc,us700000e69,off the coast of Japan,earthquake,2.08,6.76,0.065,40,0
2019-08-12T16:41:38.712Z,53.2705,132.3043,13.9,5.55,mb,83.0,110.6,3.07,0.62,us,us700000e6a,off the coast of Japan,earthquake,3.45,17.48,0.118,49,0
2019-08-13T03:39:05.243Z,12.7633,-88.6675,5.41,4.95,mb,77.0,111.2,2.935,0.61,us,us700000e6b,near the coast of Chile,earthquake,1.25,9.33,0.057,46,0
2019-08-13T14:36:31.773Z,41.3401,10.0095,230.07,5.4,md,65.0,42.9,0.366,0.71,us,us700000e6c,Iran,earthquake,2.63,5.64,0.075,39,0
2019-08-14T01:33:58.304Z,18.0199,101.3169,6.38,4.66,mww,63.0,143.8,0.962,0.84,us,us700000e6d,100 km ESE of Kamchatka,earthquake,3.28,1.82,0.034,37,0
2019-08-14T12:31:24.835Z,34.0904,86.6357,41.85,4.75,ml,81.0,118.9,1.004,0.45,us,us700000e6e,northern India,earthquake,5.16,9.5,0.151,48,0
2019-08-14T23:28:51.366Z,31.3915,74.7035,193.13,4.52,mb,78.0,122.7,3.812,0.26,nc,us700000e6f,Afghanistan,earthquake,3.54,4.73,0.024,46,0
